,Tachometer main frequency,Class6,Class10,Tachometer mean,Tachometer entropy,Tachometer kurtosis,Tachometer rms,Tachometer peak to peak,Tachometer shape indicator,Tachometer impulse indicator,Tachometer crest indicator,Tachometer clearance indicator,Tachometer skewness,Underhang bearing accelerometer axial mean,Underhang bearing accelerometer axial entropy,Underhang bearing accelerometer axial kurtosis,Underhang bearing accelerometer axial rms,Underhang bearing accelerometer axial peak to peak,Underhang bearing accelerometer axial shape indicator,Underhang bearing accelerometer axial impulse indicator,Underhang bearing accelerometer axial crest indicator,Underhang bearing accelerometer axial clearance indicator,Underhang bearing accelerometer axial skewness,Underhang bearing accelerometer radiale mean,Underhang bearing accelerometer radiale entropy,Underhang bearing accelerometer radiale kurtosis,Underhang bearing accelerometer radiale rms,Underhang bearing accelerometer radiale peak to peak,Underhang bearing accelerometer radiale shape indicator,Underhang bearing accelerometer radiale impulse indicator,Underhang bearing accelerometer radiale crest indicator,Underhang bearing accelerometer radiale clearance indicator,Underhang bearing accelerometer radiale skewness,Underhang bearing accelerometer tangential mean,Underhang bearing accelerometer tangential entropy,Underhang bearing accelerometer tangential kurtosis,Underhang bearing accelerometer tangential rms,Underhang bearing accelerometer tangential peak to peak,Underhang bearing accelerometer tangential shape indicator,Underhang bearing accelerometer tangential impulse indicator,Underhang bearing accelerometer tangential crest indicator,Underhang bearing accelerometer tangential clearance indicator,Underhang bearing accelerometer tangential skewness,Overhang bearing accelerometer axial mean,Overhang bearing accelerometer axial entropy,Overhang bearing accelerometer axial kurtosis,Overhang bearing accelerometer axial rms,Overhang bearing accelerometer axial peak to peak,Overhang bearing accelerometer axial shape indicator,Overhang bearing accelerometer axial impulse indicator,Overhang bearing accelerometer axial crest indicator,Overhang bearing accelerometer axial clearance indicator,Overhang bearing accelerometer axial skewness,Overhang bearing accelerometer radiale mean,Overhang bearing accelerometer radiale entropy,Overhang bearing accelerometer radiale kurtosis,Overhang bearing accelerometer radiale rms,Overhang bearing accelerometer radiale peak to peak,Overhang bearing accelerometer radiale shape indicator,Overhang bearing accelerometer radiale impulse indicator,Overhang bearing accelerometer radiale crest indicator,Overhang bearing accelerometer radiale clearance indicator,Overhang bearing accelerometer radiale skewness,Overhang bearing accelerometer tangential mean,Overhang bearing accelerometer tangential entropy,Overhang bearing accelerometer tangential kurtosis,Overhang bearing accelerometer tangential rms,Overhang bearing accelerometer tangential peak to peak,Overhang bearing accelerometer tangential shape indicator,Overhang bearing accelerometer tangential impulse indicator,Overhang bearing accelerometer tangential crest indicator,Overhang bearing accelerometer tangential clearance indicator,Overhang bearing accelerometer tangential skewness,Microphone mean,Microphone entropy,Microphone kurtosis,Microphone rms,Microphone peak to peak,Microphone shape indicator,Microphone impulse indicator,Microphone crest indicator,Microphone clearance indicator,Microphone skewness,filePath
1682,18,underhang,cage_fault,-0.002593832,2.165768249,3.57526014,1.645052732,-6.3591,1.55132064,4.736798658,3.053397562,5.79533289,2.351727499,0.039340047,3.784420607,-0.799012376,1.164050996,-7.3714,1.172122401,4.362440397,3.72183007,4.932543279,-0.374477474,-0.001366681,2.867883562,-0.532982493,0.418691516,-2.8726,1.221682996,4.646399388,3.803277448,5.409172444,-0.08902274,-0.000624178,2.385686888,-0.962005047,0.253768469,-1.61973,1.160125531,4.412224896,3.80323058,4.95070888,0.244805689,0.043506872,3.800664345,-0.679941569,1.106114485,-6.7245,1.199743106,4.075125029,3.396664677,4.685030281,-0.049397668,0.003136416,1.471735131,-0.44741262,0.033519811,-0.223307,1.214413648,4.489587898,3.696918183,5.196505876,-0.135156295,0.006380672,3.053257865,-0.621515154,0.510981105,-2.8021,1.217133612,3.496470637,2.872708964,4.067810571,0.061623764,0.013656781,1.804457086,-0.251438419,0.109817995,-0.71568,1.219120339,5.475484453,4.491340418,6.298122271,0.588402283,D:/full\underhang\cage_fault\35g\18.432.csv
1683,19.2,underhang,cage_fault,-0.003482015,2.154473815,3.548903121,1.647544346,-7.265,1.547779196,4.736123829,3.059947984,5.786389047,2.34652347,0.017741952,3.761943328,3.081841314,1.138575517,-22.3068,1.186754081,19.8123192,16.69454482,22.43858478,-0.651050274,0.001296436,3.182884573,0.263349418,0.590285314,-12.361,1.221248014,20.27553859,16.60231039,23.65071546,0.069256109,0.001259563,2.605086921,-1.151654962,0.348602886,-2.09576,1.136145636,4.122486276,3.628484013,4.548493067,0.352462098,0.032965389,3.625343376,-0.184996489,0.911017381,-5.5021,1.247366899,3.928377706,3.149336182,4.623827318,0.198800632,0.003311194,1.46799938,-0.573169139,0.03227977,-0.199323,1.205443716,4.132445884,3.428153326,4.766201555,-0.157521808,0.021937882,2.859034263,-0.610559798,0.416817175,-2.5101,1.220535365,3.825435941,3.134227855,4.473568158,-0.064975506,-0.00623782,1.906813879,3526.142166,2.078419539,-332.18,12.43885832,1221.610802,98.20923842,2258.526035,-38.16988819,D:/full\underhang\cage_fault\35g\19.6608.csv
1684,19.8,underhang,cage_fault,-0.001430979,2.154332403,3.465764004,1.654762578,-6.7419,1.543095113,4.704364439,3.048654875,5.741396921,2.328980937,0.003171248,3.70839421,4.731523531,1.066145596,-24.5143,1.196291593,24.20083821,20.22988238,27.48902548,-0.737507693,0.001500109,3.274577436,-0.488811963,0.657750781,-11.517,1.19781798,17.25529644,14.40560814,19.80168376,0.188615878,0.001056254,2.56985009,-1.038862523,0.323672623,-1.99605,1.15175681,3.670490072,3.186862052,4.092718844,0.320629843,0.022198659,3.731433717,-0.604600044,1.025149011,-5.8345,1.214980396,3.520323614,2.89743244,4.086240087,0.126250545,0.002987647,1.471475052,-0.448674313,0.033420095,-0.21275,1.215873464,4.358504651,3.584669605,5.05613166,-0.164180469,0.008847322,2.793542187,-0.520267204,0.386945153,-2.4598,1.219134613,3.953139583,3.242578416,4.595244239,-0.137502125,-0.008736971,1.916747527,3599.286262,2.266066069,-332.96,13.16036598,1185.44377,90.07680878,2212.119896,-44.11280209,D:/full\underhang\cage_fault\35g\20.2752.csv
1685,20.8,underhang,cage_fault,-0.000376681,2.161776359,3.34650621,1.665282406,-6.9365,1.534492583,4.62886656,3.016545411,5.63738386,2.303288897,0.007172277,3.659429162,4.010946709,1.005214487,-21.8222,1.197729243,22.47675967,18.76614419,25.5564168,-0.691751596,0.000440517,3.393746904,-0.867407476,0.755703728,-9.4574,1.175047725,11.46696005,9.758718565,12.97347485,0.187028337,0.000276089,2.41639613,-0.688696109,0.260593232,-2.04545,1.188306118,5.027404152,4.230731522,5.719799756,0.325671036,0.070743997,3.348824071,-0.414789685,0.691812908,-4.8732,1.228656308,4.542284972,3.696953283,5.300831816,0.150838353,0.002804369,1.46768165,-0.545219289,0.03212264,-0.211251,1.204895922,4.538243363,3.766502383,5.224776587,-0.133380435,0.039382096,2.330706462,-0.26055394,0.231833491,-1.74786,1.231983421,4.823278234,3.91505125,5.638634764,-0.108170871,-0.005272325,1.922403595,4515.268369,2.115292187,-311.29,12.78762054,1233.970948,96.4973072,2173.327855,-52.55760324,D:/full\underhang\cage_fault\35g\21.2992.csv
1686,21.8,underhang,cage_fault,-0.002548629,2.159440065,3.295263726,1.670048784,-6.9048,1.527810303,4.6016851,3.011947942,5.591629567,2.292339768,0.026893045,3.723746444,3.534632201,1.075140363,-22.5643,1.19938913,21.71447583,18.10461283,24.73156807,-0.708231931,0.001451111,3.550905413,-0.848937829,0.922569595,-17.984,1.150879667,16.84710831,14.63846204,18.79547514,0.147960514,0.000573272,2.163802184,0.099623458,0.186670564,-1.98613,1.246808034,6.91630052,5.547205609,8.112134891,0.311398145,0.030516848,3.353855515,-0.268200291,0.689907736,-5.0384,1.2309166,4.49897738,3.654981483,5.247372938,0.131011558,0.002495812,1.470488064,-0.489603179,0.033049695,-0.211454,1.212865487,4.220297037,3.479608483,4.887041033,-0.132148232,0.005089158,2.40527681,0.083282122,0.24921643,-2.2472,1.26206714,6.031898352,4.779379923,7.156940711,0.116822242,-0.008460838,1.936975057,3616.128696,2.210002305,-301.248,12.58986269,1162.823571,92.36189462,2125.933985,-49.75706165,D:/full\underhang\cage_fault\35g\22.3232.csv
1687,23.2,underhang,cage_fault,0.001094776,2.168626247,3.069084075,1.690842224,-6.7951,1.512699837,4.486723153,2.966036647,5.431819168,2.242790797,0.01854036,3.732485235,2.672934887,1.079195051,-23.188,1.199444378,22.04956092,18.38314583,25.14685425,-0.646024826,-0.001046456,3.583247194,-1.206270706,0.972051954,-6.6527,1.137184025,5.026271926,4.419928361,5.558919618,0.096166668,0.000448021,2.349274578,-0.470975487,0.236293456,-2.3249,1.200246269,6.304642083,5.252790402,7.215197338,0.26325419,0.029810394,3.411603955,-0.442615421,0.733218498,-4.5028,1.226695109,3.899326458,3.178725039,4.554716489,0.084129045,0.002444017,1.466566466,-0.63206456,0.03170819,-0.186578,1.202246489,3.798421001,3.159436134,4.372447795,-0.122241907,0.027630351,2.778173144,-0.524746749,0.382363646,-2.6324,1.214506644,4.760975656,3.920090253,5.510097997,0.186766483,-0.012993132,1.945018633,3584.910782,2.400085833,-334.74,13.28999619,1130.273753,85.04695839,2095.918874,-50.02866637,D:/full\underhang\cage_fault\35g\23.7568.csv
1688,24.2,underhang,cage_fault,-0.00088801,2.157384284,3.127908118,1.685452736,-6.4449,1.515368834,4.524835715,2.985963293,5.47942642,2.256077042,0.00560366,3.698407047,0.054903148,1.030564655,-17.74,1.195672249,17.08874495,14.2921649,19.49536607,-0.461324222,-0.00168992,3.582970147,-1.041297354,0.92767323,-6.846,1.161801783,5.755073623,4.953576166,6.476114215,0.063704009,0.000194211,2.519809554,-0.811741659,0.291594646,-2.4713,1.172139258,5.721318382,4.881090997,6.446376386,0.147938954,0.024762793,3.30505377,-0.277856594,0.65417749,-4.4077,1.236859046,4.63507228,3.747453921,5.430860936,-0.022336932,0.002604384,1.46495727,-0.666968144,0.031158787,-0.199657,1.200518394,4.207757334,3.504950323,4.840414529,-0.111736556,0.014393688,2.84659441,-0.814574748,0.427518794,-2.8043,1.175998866,4.353892818,3.702293381,4.913358806,0.293955917,-0.017468079,1.962795795,4041.596676,2.359956779,-325.85,13.20633212,1142.25673,86.49310946,2026.592698,-54.37173353,D:/full\underhang\cage_fault\35g\24.7808.csv
1689,25,underhang,cage_fault,0.00111802,2.161211159,3.045230784,1.693037827,-6.9526,1.510359847,4.44997558,2.946301565,5.382651573,2.237705864,0.007851835,3.694802271,2.477720902,1.022608119,-20.1427,1.208233732,20.14612732,16.67403152,23.05396617,-0.621101114,-0.000147845,3.642727621,-1.115541864,1.007694422,-9.1676,1.150727279,7.795344029,6.774275861,8.710965232,0.056590548,0.000134961,2.161846063,0.981799943,0.186999085,-2.4743,1.278332339,9.256675365,7.241211916,10.98691786,0.450369357,0.022974656,3.313312656,-0.178781286,0.662399359,-4.1704,1.249779269,3.987637445,3.19067338,4.702820876,0.180508083,0.00239873,1.465849401,-0.669649457,0.031455041,-0.189053,1.200214727,3.768070243,3.139496758,4.334415297,-0.09854522,0.014078759,2.767135291,-0.244182124,0.37290299,-2.9826,1.232261949,5.322245056,4.319085778,6.211809554,-0.021880543,-0.033800863,2.026242414,2333.823589,3.046056856,-374.87,12.99113637,870.5519567,67.01122456,1854.137278,-39.77230956,D:/full\underhang\cage_fault\35g\25.6.csv
1690,26.6,underhang,cage_fault,-0.001951394,2.163478128,2.905716853,1.706393191,-6.782,1.4954671,4.395712764,2.93935772,5.292266656,2.206623524,0.018165309,3.738166318,0.898699675,1.059798858,-17.8034,1.214361523,17.16470581,14.13475764,19.74858994,-0.560086221,-0.001778335,3.584301089,-1.066924529,0.935349276,-7.7021,1.154017074,6.685000862,5.792809319,7.470938107,0.039019091,0.001025052,2.697730041,-0.857159704,0.357117716,-2.6675,1.172312819,5.015319717,4.278141156,5.664068108,0.12462012,0.05582326,3.266668125,-0.239880671,0.630440188,-4.4843,1.241272389,4.682629979,3.772443518,5.507469449,-0.017965295,0.002591166,1.463637114,-0.726420455,0.030690223,-0.182745,1.191763402,3.839787905,3.221938095,4.391110789,-0.109412318,0.04088911,3.125919472,-0.807810394,0.565792137,-3.425,1.187351392,4.188944948,3.527974092,4.76520476,0.189220222,-0.039797167,2.031246691,2469.565169,3.16598109,-291.475,13.77143422,887.8843784,64.47290561,1826.491688,-45.23931798,D:/full\underhang\cage_fault\35g\27.2384.csv
1691,27.8,underhang,cage_fault,0.002789832,2.167014428,2.77700159,1.71891598,-6.3975,1.488920456,4.325876155,2.905377609,5.201309119,2.177458819,0.014846992,3.732973418,0.399870574,1.055623794,-15.5661,1.215648641,14.59874048,12.00901313,16.82345301,-0.544484737,-0.000493175,3.523920476,-0.921904205,0.855308128,-7.7199,1.170793347,7.105045149,6.068573219,8.023500944,0.026924763,-0.001025,2.735341954,-0.789868457,0.371651339,-2.8955,1.17663981,4.880354455,4.147704687,5.522160699,0.173248953,0.024781822,3.160156376,-0.159738963,0.563029249,-4.1839,1.24945252,4.863291207,3.892337746,5.751087792,-0.020798981,0.002450286,1.461592939,-0.799989404,0.029942562,-0.196653,1.186261818,4.458599988,3.758529458,5.088553713,-0.080565701,0.012805303,3.131938349,-0.723240528,0.569903811,-4.0178,1.188286425,5.18659891,4.364771658,5.916437721,0.285222132,-0.022489029,2.016023329,3515.178162,2.646793648,-286.252,13.13051145,1012.621441,77.11972565,1859.811584,-53.16196259,D:/full\underhang\cage_fault\35g\28.672.csv
1692,28.8,underhang,cage_fault,0.002090667,2.170846659,2.719825159,1.724537644,-6.4062,1.483262302,4.309064611,2.905126495,5.172101905,2.164295368,0.010330566,3.699054125,-0.126703168,1.00437199,-11.8455,1.220761043,10.87144522,8.905465393,12.58027092,-0.452668444,0.000929812,3.485590086,-0.845779644,0.813480151,-6.0757,1.179131508,5.30035082,4.495131189,6.010710954,0.053084758,-0.000679688,2.731406629,-0.728954158,0.369144615,-2.9781,1.177905394,4.991851765,4.237905513,5.639699914,0.186906956,0.007156138,3.325844108,0.090460149,0.666383504,-5.0901,1.260880224,5.12519629,4.064776488,6.07054361,0.038853733,0.002393288,1.461177463,-0.791406598,0.029786473,-0.18535,1.188425095,3.75700909,3.161334361,4.295666257,-0.078684267,0.001510877,3.155573765,-0.928409531,0.593772366,-3.9214,1.178381352,4.680602502,3.972060906,5.348188108,0.164112437,-0.024768533,2.034510966,2620.802028,2.707716295,-267.8,12.51007394,943.0664128,75.38455945,1814.89164,-46.31027169,D:/full\underhang\cage_fault\35g\29.4912.csv
1693,30,underhang,cage_fault,0.001765681,2.168522558,2.702705311,1.726287588,-6.2995,1.481459005,4.259128717,2.874955502,5.10908659,2.160457551,0.01515964,3.716409638,0.245699981,1.016597567,-17.0469,1.226138729,17.05212556,13.90717474,19.77961735,-0.451457506,0.000902928,3.455681359,-0.689640815,0.776976765,-7.4127,1.195092457,7.519463588,6.291951342,8.612701998,0.025969957,-0.000571384,2.736920912,-0.671682133,0.369989602,-2.8159,1.182415662,4.84388591,4.096601615,5.483933737,0.202173742,0.003506861,3.485598289,0.348546216,0.792352099,-6.5371,1.279370006,5.968870535,4.665476374,7.135046293,0.315831788,0.00235406,1.461141351,-0.728673771,0.029770197,-0.196341,1.190524726,4.46493808,3.750395084,5.106562949,-0.105070117,-1.88E-05,3.287478254,-0.970298288,0.685646481,-4.4196,1.170575041,4.534817155,3.87400807,5.134773659,0.015241777,-0.034483041,2.050249726,2686.616951,3.042652052,-274.761,13.27161338,890.342266,67.08621179,1757.28008,-47.22991743,D:/full\underhang\cage_fault\35g\30.72.csv
1694,30.8,underhang,cage_fault,0.000843438,2.183047753,2.512570273,1.745461438,-6.6108,1.464323286,4.143065204,2.829337785,4.945251515,2.116074598,0.017388422,3.742064118,-0.135706976,1.040467285,-9.8448,1.227906489,7.988783038,6.506019075,9.285531833,-0.417060204,0.000244981,3.435731402,7.45212694,0.764946116,-30.1733,1.215013178,40.36669282,33.22325515,46.46050713,-0.338923736,0.0001922,2.814056197,-0.682347661,0.400962133,-3.0446,1.186271774,4.775120862,4.025317777,5.428058197,0.152284886,0.008105998,3.59753065,0.082842465,0.894337432,-6.0479,1.257882689,4.977451339,3.957007585,5.879662641,0.428179896,0.002445749,1.462399981,-0.736958104,0.030234621,-0.200193,1.191047685,4.406951354,3.700062903,5.041068779,-0.109644513,0.003430844,3.405495895,-1.109388351,0.796014278,-5.2494,1.151551736,4.648221751,4.036485384,5.197043977,-0.069255696,-0.022793188,2.073368527,2699.320442,2.800969586,-333.22,12.29110366,895.7112892,72.87476487,1716.137945,-45.4625986,D:/full\underhang\cage_fault\35g\31.5392.csv
1695,31.8,underhang,cage_fault,-0.000305288,2.186880674,2.459937995,1.751025996,-6.403,1.458794529,4.117721755,2.822687962,4.906682129,2.103643446,0.010843835,3.753082115,-0.159633819,1.050893851,-8.5824,1.23066361,6.600231948,5.363148708,7.691471938,-0.406038051,-0.000670189,3.381465831,20.55524961,0.721968043,-31.8763,1.228585958,47.16481392,38.38951082,54.56976749,-0.679042109,7.35E-05,2.96113885,-0.814861955,0.473878381,-3.5555,1.175098934,5.182673169,4.410414324,5.858190767,0.088451266,0.061515433,3.723523202,-0.03536665,1.022510708,-6.7667,1.26401662,4.787884112,3.787833193,5.688543914,0.434150702,0.002797753,1.474157417,-0.325551875,0.034286827,-0.24894,1.220640305,5.203776825,4.263153365,6.043164453,-0.198686525,0.023873318,3.603607592,-1.253771297,1.013742538,-5.6541,1.133054244,3.688167611,3.255067117,4.072006751,-0.057752783,-0.016022605,2.064477998,3069.684601,2.75403872,-390.83,12.59242798,933.3080105,74.11660501,1736.551045,-43.83956191,D:/full\underhang\cage_fault\35g\32.5632.csv
1696,32.8,underhang,cage_fault,-0.001538645,2.186927338,2.47254853,1.749848953,-6.984,1.458718019,4.093682809,2.806356509,4.87706766,2.106554197,0.005311569,3.804177954,-0.137948424,1.10106531,-8.2814,1.234997198,5.663825561,4.586103978,6.619268123,-0.370675159,0.000865564,3.404883326,38.91410058,0.738308585,-43.9398,1.229654843,67.46950899,54.86865632,78.14829198,-0.924630403,0.00095309,2.989020995,-0.851760448,0.495344343,-3.7579,1.17065651,4.678661872,3.996613722,5.27867893,-0.067381186,-0.034381882,4.075529205,-0.255610433,1.446609036,-8.5707,1.241363721,4.161451515,3.352322485,4.899243189,0.306675525,0.002039046,1.530765731,-0.398555112,0.050119276,-0.32819,1.22519267,5.018180039,4.095829302,5.860184324,-0.270109915,-0.019318718,3.834784848,-1.290972389,1.294195165,-6.446,1.129048993,2.972074239,2.632369593,3.276430713,-0.067714916,-0.012790581,2.058410923,3670.326434,2.043117977,-308.29,10.65095225,1064.095367,99.90612501,1754.52188,-51.06583161,D:/full\underhang\cage_fault\35g\33.5872.csv
1697,33.4,underhang,cage_fault,0.000576522,2.18223796,2.493227362,1.747814042,-6.3152,1.462337644,4.151288702,2.838803145,4.951899573,2.11157003,0.007197474,3.815182686,0.014662901,1.119723654,-8.9453,1.241831768,6.435496092,5.1822608,7.53760726,-0.458128231,-0.000692883,3.510059413,-0.300554302,0.822420506,-13.028,1.196782431,14.33061751,11.97428801,16.40533239,-0.124231096,0.000155406,3.026423878,-0.8196064,0.514269857,-3.6992,1.175485117,4.434099238,3.77214409,5.017554778,-0.061252465,-0.092587878,4.170441681,-0.63288952,1.600561545,-8.418,1.203263646,3.302852375,2.74491163,3.797431673,0.052397892,0.001899704,1.559920377,-0.623202836,0.057128619,-0.34869,1.199297242,4.545179817,3.789869314,5.218011345,-0.235246101,-0.040053757,3.920959445,-1.282645976,1.403496153,-6.6901,1.130107218,2.81323792,2.489354882,3.105307733,0.029478552,-0.004355798,2.043848886,5042.708711,1.650373628,-292.25,9.510890105,1176.317202,123.6810844,1776.958469,-59.51319774,D:/full\underhang\cage_fault\35g\34.2016.csv
1698,34.4,underhang,cage_fault,-0.000586033,2.180886873,2.412651049,1.756197959,-6.394,1.454270317,4.109672328,2.825934271,4.889581929,2.092733654,0.01684879,3.856631745,-0.13693595,1.163454148,-8.3725,1.235535478,5.283330302,4.276146172,6.17675086,-0.385002416,0.001490413,3.65041301,-0.082214576,0.968773739,-18.3989,1.175218608,18.12491454,15.42258981,20.40472229,-0.037844472,0.00042945,3.074586241,-0.890352831,0.541676735,-3.8987,1.174511141,4.318579127,3.676916271,4.895482589,0.07158286,0.035914167,4.150197656,-0.892040286,1.647148705,-8.4211,1.177056462,3.304250161,2.807214665,3.746567726,0.048913491,0.002677493,1.581817429,-0.772862349,0.062161474,-0.35415,1.177974311,4.249968395,3.607861696,4.805832418,-0.262922305,0.01555627,3.955962856,-1.347320088,1.527365438,-8.1139,1.118302322,3.476597536,3.108817237,3.802260244,0.142376409,-0.002754432,2.046317615,5156.428426,1.671940762,-356.18,9.668156255,1180.343287,122.0856652,1765.643821,-49.58225853,D:/full\underhang\cage_fault\35g\35.2256.csv
1699,35.4,underhang,cage_fault,0.002349197,2.181260902,2.353800093,1.762401497,-6.3731,1.451597527,4.096410672,2.822001688,4.871261886,2.078754405,0.014185012,3.891285828,-0.305554634,1.218532075,-8.7196,1.22413466,5.563362241,4.544730594,6.474711123,-0.392616574,-0.002479912,3.772088289,-0.906738615,1.117446114,-11.4869,1.155658152,8.330447699,7.208401279,9.277558291,-0.016059424,-0.000600025,3.156602794,-0.691176126,0.571989286,-4.2717,1.193399188,4.502453995,3.772797938,5.145530265,0.08729199,0.027255969,4.300035517,-0.855104654,1.9207069,-9.438,1.18669116,2.962793954,2.496684945,3.377787245,-0.020870732,0.002632696,1.603697598,-0.851309655,0.066999872,-0.38089,1.163416861,4.229636157,3.63552936,4.735897249,-0.294280316,0.0007883,4.077520931,-1.342887305,1.722971398,-9.3562,1.116926081,3.713273645,3.324547353,4.050778146,0.126292555,-0.003811265,2.060606944,4190.171369,1.581387971,-283.66,9.076731737,1036.135119,114.1528855,1522.511079,-55.33615323,D:/full\underhang\cage_fault\35g\36.2496.csv
1700,36.6,underhang,cage_fault,0.000168012,2.193448254,2.350907263,1.762596989,-6.3889,1.449705378,4.088725569,2.820383804,4.859432073,2.077663392,0.006599199,3.910465547,-0.432164961,1.243855603,-8.4041,1.215987038,5.348520091,4.398500909,6.201349291,-0.320104303,0.000796645,3.883870248,-0.960996947,1.261758451,-13.5935,1.153722145,9.116515544,7.901829384,10.16376999,-0.105234448,0.000109524,3.17742059,-0.471704787,0.579780396,-4.3535,1.211161009,5.322562055,4.394594951,6.13958325,0.166988059,-0.275931179,4.532028914,-0.441549507,2.35356769,-14.3594,1.21830964,4.595071937,3.771678221,5.318035388,-0.146373136,-0.002032294,1.738372134,-0.024867872,0.095379134,-0.75577,1.169972684,6.956481769,5.945849733,7.705277933,-0.611283715,-0.103382373,4.237215252,-1.208541103,1.910965894,-10.8268,1.136359388,3.689220026,3.246525759,4.077230392,0.037443908,0.006721708,2.052278816,8640.590381,0.874242288,-197.744,5.837633719,863.1160322,147.8537493,1094.829378,-75.75638009,D:/full\underhang\cage_fault\35g\37.4784.csv
1701,37.6,underhang,cage_fault,0.00155582,2.195019757,2.247062238,1.773029655,-6.3261,1.441614009,3.99888744,2.773896074,4.741456832,2.052775703,0.010852388,3.956079183,-0.398774766,1.277683889,-8.358,1.222987934,4.723260591,3.862066386,5.494359118,-0.21537617,-0.000912267,3.969235312,-0.909506745,1.367471189,-12.2282,1.159255074,7.270780601,6.271942011,8.128797519,-0.1540561,-0.000813339,3.233160581,-0.328451523,0.611348152,-5.114,1.220966285,5.959356031,4.880852244,6.903530525,0.167856771,0.056330139,3.54286548,-0.708974981,0.881304254,-4.6642,1.1853226,3.498789661,2.951761539,3.981686264,-0.36949898,0.007009386,1.840980639,-0.439745351,0.115894743,-0.71247,1.218939488,4.180657767,3.429750047,4.862726519,-0.321152006,0.105306294,4.293464545,-1.192357515,1.985732734,-10.2375,1.144701095,3.273559427,2.85975041,3.64254691,0.057786986,-0.002538793,2.09313749,4863.606394,1.539559099,-193.772,8.69752545,881.1308673,101.3082252,1252.138439,-63.06971824,D:/full\underhang\cage_fault\35g\38.5024.csv
1702,38.6,underhang,cage_fault,-0.00608924,2.236840548,1.97840315,1.802060712,-6.3386,1.412087611,3.839620525,2.719109277,4.510146829,1.986000552,0.013155612,3.946242014,-0.585286077,1.269892381,-8.0498,1.21670724,4.274070314,3.512817359,4.969987999,-0.00845968,-0.001163697,4.053405632,-0.979521247,1.483166946,-8.8488,1.161372945,3.86248112,3.325788788,4.337146056,-0.079628893,0.000813583,3.231389244,-0.444832384,0.611915443,-5.1194,1.213965749,5.848869905,4.817985937,6.754984367,0.184208771,0.004644599,3.815024131,-0.354575393,1.162408271,-6.1011,1.213721269,3.86583762,3.18511154,4.451118977,-0.505357353,0.00149273,2.030735033,-0.29836545,0.156556864,-0.91388,1.221905755,4.173731542,3.415755696,4.826257661,-0.413265555,0.004043287,4.459484894,-0.881635496,2.190975313,-10.937,1.180590941,3.032606427,2.568719038,3.444534579,0.011519382,0.000641468,2.099306245,4905.959677,1.518691495,-211.052,8.559695811,924.2291302,107.9745298,1296.978563,-62.85415766,D:/full\underhang\cage_fault\35g\39.5264.csv
1703,39.6,underhang,cage_fault,0.000250856,2.213316338,1.914759032,1.809560355,-6.4066,1.410930227,3.825797425,2.711542606,4.493702571,1.970616914,0.011916461,3.932844319,-0.595805203,1.255095262,-8.4353,1.211038014,4.672515115,3.85827287,5.406794093,0.069828987,0.002538877,4.092519331,-0.999103766,1.547984584,-10.2872,1.15806503,4.695895728,4.054949943,5.2559173,-0.046168058,0.000715013,3.259624725,-0.483754194,0.637203845,-4.6178,1.205047229,4.795764013,3.979731165,5.505168876,0.28750044,0.065215262,3.717710972,-0.619413593,1.053636653,-5.9357,1.184407412,4.042762564,3.413320891,4.594995034,-0.386644391,0.009442122,1.955365917,-0.418228812,0.139943232,-0.85365,1.210059864,4.23632227,3.500919579,4.879291505,-0.325503396,0.118741761,4.363590113,-1.148138892,2.10228517,-9.8505,1.151745436,2.808518982,2.438489352,3.136860392,0.051694678,-0.003574707,2.113066436,4105.250522,1.687910244,-188.257,9.039979528,852.845313,94.34150933,1237.916858,-58.39666412,D:/full\underhang\cage_fault\35g\40.5504.csv
1704,40.4,underhang,cage_fault,-0.002054143,2.21587205,1.80186925,1.822605019,-6.3207,1.398999613,3.76506864,2.691257814,4.405106641,1.942056226,0.008240605,3.911065822,-0.46099849,1.214612476,-8.036,1.222373893,4.399132125,3.598843324,5.12013354,-0.024755641,0.000146206,4.119860348,-1.011570554,1.597709281,-9.9639,1.155670381,4.076974836,3.527800749,4.553417197,-0.032870582,0.000150771,3.289811144,-0.480440725,0.662738557,-4.8706,1.205197675,5.02363797,4.168310371,5.761914452,0.36071828,0.021971698,3.343140872,-1.007710122,0.766708569,-3.7211,1.151955138,3.387314249,2.940491461,3.785786579,-0.375764974,0.004488288,1.75573062,-0.680009352,0.098501231,-0.58161,1.190597243,3.98802786,3.3496028,4.557713637,-0.285350909,0.066528493,4.312846225,-1.220366977,2.061972844,-9.3034,1.145979979,2.774841994,2.421370396,3.099366666,0.10751598,-0.006188425,2.12653842,3427.289428,1.923421478,-191.695,9.75090491,780.7632817,80.07085382,1175.45269,-54.16124791,D:/full\underhang\cage_fault\35g\41.3696.csv
